p;x=12;y=9

w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000h00000000000000000000000
w;000000000000000000000g0000000000000000000
w;00000000000000000000000000000000000000000
w;000000000000000000000000f0000000000000000
w;00000000000000000000000000000000000000000
w;0000000000000000000000000e000000000000000
w;000000000000a000000c000000000000000000000
w;0000000000000000b00000d000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000
w;00000000000000000000000000000000000000000

###
Td;x=11;y=8;xo=0;yo=-8;name=block0u;
c;1299
