s;tetrofile=/res/tetros.txt;blockSize=40
p;x=19;y=5
t;x=17;y=4;r=0;t=0
t;x=17;y=5;r=0;t=0
t;x=17;y=6;r=0;t=0
t;x=17;y=7;r=0;t=0
t;x=17;y=8;r=0;t=0
t;x=17;y=9;r=0;t=0
t;x=17;y=10;r=0;t=0
t;x=17;y=11;r=0;t=0
t;x=17;y=12;r=0;t=0
t;x=18;y=7;r=0;t=6
w;11111111111111111111111111111
w;00110000000000000000000010001
w;00101000000000000000001000001
w;00100100000000000000000010001
w;00101000000000000000001000001
w;00110000000000000000000010001
w;00100000000000000000001000001
w;00100000000000000000000010001
w;00100000000000000000001000001
w;00100000000000010000000010001
w;00100000000000000100000000001
w;00100000000000000001000000001
w;00100000000000000000000000001
w;00100000000000000001000000001
w;00100000000000000000000000001
w;00100000000000000001000000001
